transaction_id,customer_id,channel,product,amount,currency,timestamp,status,fraud_flag,date,month
66,11535,Online,e-Transfer,20.44,CAD,2026-03-28,Success,0,2026-03-28,2026-03
67,7630,POS,Debit,24.33,CAD,2026-03-17,Success,0,2026-03-17,2026-03
68,1017,Mobile,e-Transfer,6.88,CAD,2026-03-15,Success,0,2026-03-15,2026-03
69,8530,Mobile,e-Transfer,12.32,CAD,2026-02-09,Success,0,2026-02-09,2026-02
70,17263,Online,Debit,40.3,CAD,2026-02-15,Success,0,2026-02-15,2026-02
71,9269,Online,e-Transfer,15.68,CAD,2026-01-23,Success,0,2026-01-23,2026-01
72,12186,Online,Debit,17.3,CAD,2026-01-06,Success,0,2026-01-06,2026-01
73,6332,Online,e-Transfer,45.54,CAD,2026-01-06,Success,0,2026-01-06,2026-01
74,8572,POS,Debit,10.45,CAD,2026-02-01,Success,0,2026-02-01,2026-02
75,7209,Mobile,Debit,12.42,CAD,2026-02-22,Success,0,2026-02-22,2026-02
76,5277,POS,e-Transfer,11.13,CAD,2026-01-14,Success,0,2026-01-14,2026-01
77,18447,POS,e-Transfer,16.51,CAD,2026-03-27,Success,0,2026-03-27,2026-03
78,16449,Mobile,Debit,12.72,CAD,2026-02-27,Success,0,2026-02-27,2026-02
79,16217,POS,e-Transfer,70.19,CAD,2026-02-20,Success,0,2026-02-20,2026-02
80,8007,Mobile,e-Transfer,18.14,CAD,2026-02-27,Success,0,2026-02-27,2026-02
81,2569,Mobile,e-Transfer,19.75,CAD,2026-02-11,Success,0,2026-02-11,2026-02
82,2028,POS,Debit,14.35,CAD,2026-02-26,Success,0,2026-02-26,2026-02
83,2696,Mobile,Debit,11.32,CAD,2026-03-26,Success,0,2026-03-26,2026-03
84,15423,Online,e-Transfer,259.12,CAD,2026-01-13,Success,0,2026-01-13,2026-01
85,5259,POS,Debit,7.69,CAD,2026-01-29,Success,0,2026-01-29,2026-01
86,6737,Online,Debit,49.79,CAD,2026-01-25,Success,0,2026-01-25,2026-01
87,392,Mobile,e-Transfer,13.82,CAD,2026-03-28,Success,0,2026-03-28,2026-03
88,13987,Online,e-Transfer,6.56,CAD,2026-01-25,Success,0,2026-01-25,2026-01
89,12667,Online,Debit,28.13,CAD,2026-03-19,Success,0,2026-03-19,2026-03
90,5893,POS,Debit,18.37,CAD,2026-01-09,Success,0,2026-01-09,2026-01
91,3562,Online,Debit,25.99,CAD,2026-02-05,Success,0,2026-02-05,2026-02
92,6185,POS,Debit,55.08,CAD,2026-01-21,Success,0,2026-01-21,2026-01
93,19484,POS,Debit,9.95,CAD,2026-01-19,Success,0,2026-01-19,2026-01
94,8393,Online,Debit,8.09,CAD,2026-01-21,Success,0,2026-01-21,2026-01
95,13068,Online,Debit,17.83,CAD,2026-03-14,Success,0,2026-03-14,2026-03
96,15266,POS,e-Transfer,24.11,CAD,2026-01-10,Success,0,2026-01-10,2026-01
97,19489,Online,e-Transfer,26.79,CAD,2026-03-03,Success,0,2026-03-03,2026-03
98,2455,POS,Debit,31.04,CAD,2026-02-27,Success,0,2026-02-27,2026-02
99,11838,Mobile,e-Transfer,23.89,CAD,2026-01-03,Success,0,2026-01-03,2026-01
100,14040,Online,Debit,66.37,CAD,2026-01-17,Success,0,2026-01-17,2026-01
101,19116,Online,Debit,7.05,CAD,2026-02-01,Success,0,2026-02-01,2026-02
102,10966,Online,Debit,21.34,CAD,2026-03-27,Success,0,2026-03-27,2026-03
103,9763,POS,Debit,8.37,CAD,2026-03-02,Success,0,2026-03-02,2026-03
104,5057,Online,e-Transfer,80.76,CAD,2026-02-04,Success,0,2026-02-04,2026-02
105,14949,Mobile,e-Transfer,3.3,CAD,2026-01-26,Success,0,2026-01-26,2026-01
106,8111,Mobile,e-Transfer,13.89,CAD,2026-01-29,Success,0,2026-01-29,2026-01
107,13774,Online,Debit,6.72,CAD,2026-02-12,Success,0,2026-02-12,2026-02
108,17413,Mobile,e-Transfer,14.09,CAD,2026-01-28,Success,0,2026-01-28,2026-01
109,503,Online,Debit,8.24,CAD,2026-01-01,Success,0,2026-01-01,2026-01
110,6911,POS,Debit,10.47,CAD,2026-01-14,Success,0,2026-01-14,2026-01
111,12686,Online,e-Transfer,61.76,CAD,2026-02-22,Success,0,2026-02-22,2026-02
112,207,Mobile,Debit,31.4,CAD,2026-01-14,Success,0,2026-01-14,2026-01
113,17869,POS,e-Transfer,32.49,CAD,2026-02-10,Success,0,2026-02-10,2026-02
114,15935,POS,Debit,42.59,CAD,2026-03-11,Success,0,2026-03-11,2026-03
115,17248,Mobile,Debit,21.02,CAD,2026-03-14,Success,0,2026-03-14,2026-03
116,19175,Mobile,e-Transfer,20.6,CAD,2026-01-05,Success,0,2026-01-05,2026-01
117,8756,POS,Debit,14.45,CAD,2026-01-16,Success,0,2026-01-16,2026-01
118,12384,Online,e-Transfer,33.53,CAD,2026-03-26,Success,0,2026-03-26,2026-03
119,18142,POS,e-Transfer,5.99,CAD,2026-01-20,Success,0,2026-01-20,2026-01
120,14821,POS,e-Transfer,5.28,CAD,2026-02-19,Success,0,2026-02-19,2026-02
121,7575,POS,e-Transfer,62.12,CAD,2026-02-15,Success,0,2026-02-15,2026-02
122,6375,POS,Debit,54.72,CAD,2026-03-17,Success,0,2026-03-17,2026-03
123,1679,Online,Debit,6.78,CAD,2026-02-20,Success,0,2026-02-20,2026-02
124,19627,POS,e-Transfer,16.95,CAD,2026-03-05,Success,0,2026-03-05,2026-03
125,1060,Mobile,e-Transfer,9.74,CAD,2026-01-20,Success,0,2026-01-20,2026-01
126,16199,Mobile,Debit,6.1,CAD,2026-01-12,Success,0,2026-01-12,2026-01
127,9915,POS,Debit,21.16,CAD,2026-03-02,Success,0,2026-03-02,2026-03
128,19542,POS,e-Transfer,30.69,CAD,2026-01-14,Success,0,2026-01-14,2026-01
129,10818,Mobile,e-Transfer,48.54,CAD,2026-02-28,Success,0,2026-02-28,2026-02
130,10922,Online,Debit,15.29,CAD,2026-01-30,Success,0,2026-01-30,2026-01
131,9790,Online,Debit,25.32,CAD,2026-03-20,Success,0,2026-03-20,2026-03
132,16313,POS,Debit,43.54,CAD,2026-03-07,Success,0,2026-03-07,2026-03
133,11253,POS,Debit,19.47,CAD,2026-03-11,Success,0,2026-03-11,2026-03
134,2694,Mobile,Debit,17.38,CAD,2026-03-17,Success,0,2026-03-17,2026-03
135,13932,Online,Debit,9.81,CAD,2026-02-02,Success,0,2026-02-02,2026-02
136,3628,Mobile,Debit,20.18,CAD,2026-02-07,Success,0,2026-02-07,2026-02
137,16158,Mobile,Debit,9.25,CAD,2026-03-25,Success,0,2026-03-25,2026-03
138,10174,POS,e-Transfer,28.29,CAD,2026-03-07,Success,0,2026-03-07,2026-03
139,18048,Mobile,Debit,12.31,CAD,2026-01-22,Success,0,2026-01-22,2026-01
140,10231,Mobile,Debit,69.96,CAD,2026-01-21,Success,0,2026-01-21,2026-01
141,15708,Mobile,Debit,14.56,CAD,2026-02-02,Success,0,2026-02-02,2026-02
142,11495,POS,e-Transfer,55.01,CAD,2026-03-28,Success,0,2026-03-28,2026-03
143,1307,POS,e-Transfer,18.59,CAD,2026-02-13,Success,0,2026-02-13,2026-02
144,6777,POS,Debit,9.71,CAD,2026-02-25,Success,0,2026-02-25,2026-02
145,9475,POS,Debit,15.32,CAD,2026-01-15,Success,0,2026-01-15,2026-01
146,7527,Mobile,Debit,9.46,CAD,2026-01-31,Success,0,2026-01-31,2026-01
147,5531,Mobile,e-Transfer,17.38,CAD,2026-02-27,Success,0,2026-02-27,2026-02
148,3749,Mobile,Debit,1.68,CAD,2026-01-09,Success,0,2026-01-09,2026-01
149,13546,Mobile,e-Transfer,31.28,CAD,2026-01-02,Success,0,2026-01-02,2026-01
150,664,Online,e-Transfer,3.66,CAD,2026-01-29,Success,0,2026-01-29,2026-01
151,1999,Online,Debit,14.81,CAD,2026-01-30,Success,0,2026-01-30,2026-01
152,7995,Online,Debit,19.73,CAD,2026-02-16,Success,0,2026-02-16,2026-02
153,17880,POS,Debit,17.28,CAD,2026-02-24,Success,0,2026-02-24,2026-02
154,3305,Online,Debit,14.58,CAD,2026-02-26,Success,0,2026-02-26,2026-02
155,18238,POS,Debit,10.38,CAD,2026-03-04,Success,0,2026-03-04,2026-03
156,13809,POS,Debit,5.37,CAD,2026-03-12,Success,0,2026-03-12,2026-03
157,6586,Online,e-Transfer,19.19,CAD,2026-01-21,Success,0,2026-01-21,2026-01
158,17676,Online,Debit,14.34,CAD,2026-02-09,Success,0,2026-02-09,2026-02
159,19966,Online,e-Transfer,45.16,CAD,2026-02-14,Success,0,2026-02-14,2026-02
160,11650,Online,Debit,30.44,CAD,2026-01-19,Success,0,2026-01-19,2026-01
161,1637,POS,Debit,65.1,CAD,2026-01-14,Success,0,2026-01-14,2026-01
162,17083,Mobile,e-Transfer,48.65,CAD,2026-02-25,Success,0,2026-02-25,2026-02
163,4738,Mobile,e-Transfer,26.21,CAD,2026-03-28,Success,0,2026-03-28,2026-03
164,14556,Mobile,e-Transfer,33.14,CAD,2026-02-11,Success,0,2026-02-11,2026-02
165,13878,Mobile,e-Transfer,26.69,CAD,2026-03-01,Success,0,2026-03-01,2026-03
166,855,POS,e-Transfer,8.26,CAD,2026-02-13,Success,0,2026-02-13,2026-02
167,5856,Mobile,Debit,5.52,CAD,2026-02-18,Success,0,2026-02-18,2026-02
168,7393,Mobile,e-Transfer,16.14,CAD,2026-02-03,Success,0,2026-02-03,2026-02
169,13950,POS,Debit,26.46,CAD,2026-03-19,Success,0,2026-03-19,2026-03
170,18092,POS,e-Transfer,26.09,CAD,2026-03-26,Success,0,2026-03-26,2026-03
171,5792,Mobile,Debit,11.22,CAD,2026-01-15,Success,0,2026-01-15,2026-01
172,4932,POS,e-Transfer,24.49,CAD,2026-01-24,Success,0,2026-01-24,2026-01
173,19895,Mobile,Debit,17.39,CAD,2026-02-20,Success,0,2026-02-20,2026-02
174,203,POS,e-Transfer,42.25,CAD,2026-01-12,Success,0,2026-01-12,2026-01
175,11448,Online,Debit,17.63,CAD,2026-03-12,Success,0,2026-03-12,2026-03
176,12689,Online,Debit,102.27,CAD,2026-03-15,Success,0,2026-03-15,2026-03
177,4390,Mobile,e-Transfer,41.01,CAD,2026-03-07,Success,0,2026-03-07,2026-03
178,2328,Online,e-Transfer,31.32,CAD,2026-01-10,Success,0,2026-01-10,2026-01
179,8005,POS,e-Transfer,44.99,CAD,2026-03-17,Success,0,2026-03-17,2026-03
180,19316,Online,e-Transfer,14.46,CAD,2026-01-10,Success,0,2026-01-10,2026-01
181,7778,POS,e-Transfer,34.57,CAD,2026-01-22,Success,0,2026-01-22,2026-01
182,198,Online,Debit,31.79,CAD,2026-01-11,Success,0,2026-01-11,2026-01
183,1931,Online,Debit,16.21,CAD,2026-02-11,Success,0,2026-02-11,2026-02
184,11775,POS,Debit,69.75,CAD,2026-02-07,Success,0,2026-02-07,2026-02
185,15088,Online,e-Transfer,58.1,CAD,2026-01-10,Success,0,2026-01-10,2026-01
186,9340,POS,Debit,53.15,CAD,2026-01-24,Success,0,2026-01-24,2026-01
187,11590,Mobile,Debit,32.88,CAD,2026-02-22,Success,0,2026-02-22,2026-02
188,18896,POS,Debit,31.02,CAD,2026-01-16,Success,0,2026-01-16,2026-01
189,15709,Online,Debit,62.25,CAD,2026-01-05,Success,0,2026-01-05,2026-01
190,17044,Mobile,Debit,37.95,CAD,2026-02-14,Success,0,2026-02-14,2026-02
191,2812,Mobile,Debit,51.78,CAD,2026-03-19,Success,0,2026-03-19,2026-03
192,14244,Online,e-Transfer,41.42,CAD,2026-02-11,Success,0,2026-02-11,2026-02
193,6547,POS,Debit,118.63,CAD,2026-03-29,Success,0,2026-03-29,2026-03
194,1987,Online,Debit,30.66,CAD,2026-02-20,Success,0,2026-02-20,2026-02
195,8339,Mobile,Debit,62.47,CAD,2026-03-02,Failed,0,2026-03-02,2026-03
196,11412,POS,Debit,12.68,CAD,2026-03-29,Success,0,2026-03-29,2026-03
197,2912,POS,Debit,41.29,CAD,2026-02-15,Success,0,2026-02-15,2026-02
198,1735,Online,e-Transfer,12.08,CAD,2026-02-04,Success,0,2026-02-04,2026-02
199,18228,Online,e-Transfer,24.59,CAD,2026-03-10,Success,0,2026-03-10,2026-03
200,8681,POS,e-Transfer,43.17,CAD,2026-03-16,Success,0,2026-03-16,2026-03
201,19361,Online,Debit,46.44,CAD,2026-03-25,Success,0,2026-03-25,2026-03
202,18344,POS,e-Transfer,4.4,CAD,2026-01-17,Success,0,2026-01-17,2026-01
203,5760,POS,Debit,36.71,CAD,2026-01-07,Success,0,2026-01-07,2026-01
204,2386,Mobile,Debit,7.69,CAD,2026-03-22,Success,0,2026-03-22,2026-03
205,11112,Online,Debit,27.34,CAD,2026-02-01,Success,0,2026-02-01,2026-02
206,4737,POS,Debit,4.14,CAD,2026-02-14,Success,0,2026-02-14,2026-02
207,1803,Mobile,e-Transfer,15.95,CAD,2026-01-05,Success,0,2026-01-05,2026-01
208,8156,POS,e-Transfer,17.8,CAD,2026-02-15,Success,0,2026-02-15,2026-02
209,8121,POS,Debit,41.58,CAD,2026-01-26,Success,0,2026-01-26,2026-01
210,6617,Mobile,e-Transfer,22.43,CAD,2026-01-22,Success,0,2026-01-22,2026-01
211,14258,POS,e-Transfer,9.79,CAD,2026-03-28,Success,0,2026-03-28,2026-03
212,14487,Mobile,Debit,55.07,CAD,2026-03-12,Success,0,2026-03-12,2026-03
213,16647,Online,Debit,30.23,CAD,2026-03-07,Success,0,2026-03-07,2026-03
214,14076,Online,e-Transfer,34.63,CAD,2026-01-15,Success,0,2026-01-15,2026-01
215,9209,Online,Debit,16.24,CAD,2026-01-04,Success,0,2026-01-04,2026-01
216,16372,Online,Debit,20.88,CAD,2026-02-22,Success,0,2026-02-22,2026-02
217,11836,Mobile,Debit,34.31,CAD,2026-03-17,Success,0,2026-03-17,2026-03
218,13169,POS,Debit,57.89,CAD,2026-01-01,Success,0,2026-01-01,2026-01
219,2050,Mobile,e-Transfer,42.24,CAD,2026-03-19,Success,0,2026-03-19,2026-03
220,5424,Mobile,Debit,29.6,CAD,2026-02-11,Success,0,2026-02-11,2026-02
221,14590,Online,e-Transfer,8.48,CAD,2026-02-27,Success,0,2026-02-27,2026-02
222,19493,POS,e-Transfer,70.75,CAD,2026-01-02,Success,0,2026-01-02,2026-01
223,7159,POS,Debit,16.09,CAD,2026-03-16,Success,0,2026-03-16,2026-03
224,10249,POS,e-Transfer,18.28,CAD,2026-03-03,Success,0,2026-03-03,2026-03
225,7401,POS,e-Transfer,40.23,CAD,2026-01-27,Success,0,2026-01-27,2026-01
226,19555,POS,Debit,32.55,CAD,2026-03-24,Success,0,2026-03-24,2026-03
227,9875,Online,e-Transfer,2.8,CAD,2026-03-29,Success,0,2026-03-29,2026-03
228,15152,Online,e-Transfer,17.38,CAD,2026-01-29,Success,0,2026-01-29,2026-01
229,18640,Mobile,Debit,17.47,CAD,2026-01-22,Success,0,2026-01-22,2026-01
230,1155,Online,e-Transfer,13.0,CAD,2026-01-03,Success,0,2026-01-03,2026-01
231,4500,POS,Debit,17.28,CAD,2026-01-03,Success,0,2026-01-03,2026-01
232,6296,POS,Debit,34.07,CAD,2026-01-22,Success,0,2026-01-22,2026-01
233,12184,Online,e-Transfer,51.01,CAD,2026-01-21,Success,0,2026-01-21,2026-01
234,12875,Online,e-Transfer,23.18,CAD,2026-01-20,Success,0,2026-01-20,2026-01
235,18033,Online,Debit,5.49,CAD,2026-03-12,Success,0,2026-03-12,2026-03
236,5540,POS,Debit,22.66,CAD,2026-01-26,Success,0,2026-01-26,2026-01
237,9638,Mobile,Debit,8.2,CAD,2026-02-22,Success,0,2026-02-22,2026-02
238,15587,POS,Debit,19.76,CAD,2026-01-30,Success,0,2026-01-30,2026-01
239,2558,POS,e-Transfer,60.66,CAD,2026-01-06,Success,0,2026-01-06,2026-01
240,5593,Online,Debit,29.95,CAD,2026-03-06,Success,0,2026-03-06,2026-03
241,16483,Online,Debit,11.16,CAD,2026-01-02,Success,0,2026-01-02,2026-01
242,2201,Online,Debit,8.72,CAD,2026-03-18,Success,0,2026-03-18,2026-03
243,14173,POS,Debit,39.46,CAD,2026-01-05,Success,0,2026-01-05,2026-01
244,2962,POS,Debit,64.54,CAD,2026-02-12,Success,0,2026-02-12,2026-02
245,14208,POS,e-Transfer,6.28,CAD,2026-01-07,Success,0,2026-01-07,2026-01
246,11970,Online,e-Transfer,32.85,CAD,2026-02-19,Success,0,2026-02-19,2026-02
247,2870,Online,e-Transfer,77.47,CAD,2026-01-27,Success,0,2026-01-27,2026-01
248,17341,Online,Debit,14.09,CAD,2026-02-24,Success,0,2026-02-24,2026-02
249,13993,Mobile,Debit,10.2,CAD,2026-03-16,Success,0,2026-03-16,2026-03
250,5700,POS,Debit,19.88,CAD,2026-03-05,Success,0,2026-03-05,2026-03
251,3988,Online,Debit,22.92,CAD,2026-01-11,Success,0,2026-01-11,2026-01
252,13447,POS,Debit,54.98,CAD,2026-03-12,Success,0,2026-03-12,2026-03
253,1219,Online,e-Transfer,16.9,CAD,2026-03-18,Success,0,2026-03-18,2026-03
254,4736,Online,Debit,23.41,CAD,2026-02-06,Success,0,2026-02-06,2026-02
255,11297,Online,Debit,20.56,CAD,2026-01-14,Success,0,2026-01-14,2026-01
256,4556,POS,Debit,51.76,CAD,2026-01-31,Success,0,2026-01-31,2026-01
257,9147,POS,e-Transfer,28.54,CAD,2026-02-09,Success,0,2026-02-09,2026-02
258,8051,Mobile,Debit,14.68,CAD,2026-02-28,Success,0,2026-02-28,2026-02
259,12758,Mobile,Debit,32.87,CAD,2026-02-13,Success,0,2026-02-13,2026-02
260,19831,POS,Debit,27.89,CAD,2026-01-08,Success,0,2026-01-08,2026-01
261,17430,Online,e-Transfer,9.27,CAD,2026-03-18,Failed,0,2026-03-18,2026-03
262,6894,POS,e-Transfer,7.02,CAD,2026-01-21,Success,0,2026-01-21,2026-01
263,18078,Online,Debit,6.07,CAD,2026-01-13,Success,0,2026-01-13,2026-01
264,14374,Online,e-Transfer,30.71,CAD,2026-02-20,Success,0,2026-02-20,2026-02
265,14566,POS,Debit,40.64,CAD,2026-02-18,Success,0,2026-02-18,2026-02
266,3437,Online,e-Transfer,9.73,CAD,2026-02-17,Success,0,2026-02-17,2026-02
267,8755,Mobile,e-Transfer,37.17,CAD,2026-01-22,Success,0,2026-01-22,2026-01
268,10678,POS,Debit,8.02,CAD,2026-02-13,Success,0,2026-02-13,2026-02
269,5896,Mobile,e-Transfer,121.72,CAD,2026-02-13,Success,0,2026-02-13,2026-02
270,19739,POS,Debit,21.94,CAD,2026-01-11,Success,0,2026-01-11,2026-01
271,16610,Mobile,Debit,25.5,CAD,2026-03-21,Success,0,2026-03-21,2026-03
272,15637,POS,e-Transfer,7.01,CAD,2026-01-31,Success,0,2026-01-31,2026-01
273,7023,POS,e-Transfer,65.66,CAD,2026-02-27,Success,0,2026-02-27,2026-02
274,9152,POS,Debit,59.55,CAD,2026-02-23,Success,0,2026-02-23,2026-02
275,5601,Mobile,e-Transfer,9.07,CAD,2026-02-18,Success,0,2026-02-18,2026-02
276,7997,Online,e-Transfer,71.45,CAD,2026-01-18,Success,0,2026-01-18,2026-01
277,9008,Online,Debit,10.54,CAD,2026-01-04,Success,0,2026-01-04,2026-01
278,12947,POS,Debit,11.56,CAD,2026-03-07,Success,0,2026-03-07,2026-03
279,4643,POS,Debit,21.93,CAD,2026-01-02,Success,0,2026-01-02,2026-01
280,11313,Online,Debit,9.26,CAD,2026-03-25,Success,0,2026-03-25,2026-03
281,7680,POS,e-Transfer,115.49,CAD,2026-01-14,Success,0,2026-01-14,2026-01
282,8209,Mobile,e-Transfer,95.21,CAD,2026-03-19,Success,0,2026-03-19,2026-03
283,18590,Online,e-Transfer,26.52,CAD,2026-03-01,Success,0,2026-03-01,2026-03
284,10717,POS,Debit,6.08,CAD,2026-02-23,Success,0,2026-02-23,2026-02
285,17454,POS,Debit,29.08,CAD,2026-03-29,Success,0,2026-03-29,2026-03
286,3445,POS,e-Transfer,23.37,CAD,2026-02-20,Success,0,2026-02-20,2026-02
287,10758,POS,Debit,7.39,CAD,2026-03-02,Success,0,2026-03-02,2026-03
288,14435,POS,Debit,8.12,CAD,2026-01-14,Success,0,2026-01-14,2026-01
289,1061,POS,e-Transfer,3.16,CAD,2026-03-01,Success,0,2026-03-01,2026-03
290,18712,Mobile,Debit,19.8,CAD,2026-03-03,Success,0,2026-03-03,2026-03
291,3421,POS,Debit,17.82,CAD,2026-02-11,Success,0,2026-02-11,2026-02
292,302,Mobile,Debit,10.15,CAD,2026-03-29,Success,0,2026-03-29,2026-03
293,12469,Online,Debit,6.04,CAD,2026-02-27,Success,0,2026-02-27,2026-02
294,16991,Mobile,Debit,54.08,CAD,2026-02-04,Success,0,2026-02-04,2026-02
295,19555,Online,e-Transfer,27.46,CAD,2026-03-28,Success,0,2026-03-28,2026-03
296,700,POS,Debit,36.09,CAD,2026-02-10,Success,0,2026-02-10,2026-02
297,191,Mobile,e-Transfer,11.32,CAD,2026-03-28,Success,0,2026-03-28,2026-03
298,10493,POS,e-Transfer,4.04,CAD,2026-01-04,Success,0,2026-01-04,2026-01
299,17365,POS,e-Transfer,22.26,CAD,2026-01-13,Success,0,2026-01-13,2026-01
300,2976,Mobile,e-Transfer,31.64,CAD,2026-01-03,Success,0,2026-01-03,2026-01
301,6103,POS,e-Transfer,29.07,CAD,2026-03-30,Success,0,2026-03-30,2026-03
302,17569,Online,Debit,7.59,CAD,2026-02-05,Success,0,2026-02-05,2026-02
303,19712,Mobile,e-Transfer,46.59,CAD,2026-02-05,Success,0,2026-02-05,2026-02
304,19779,Online,Debit,31.28,CAD,2026-02-24,Success,0,2026-02-24,2026-02
