transaction_id,customer_id,channel,product,amount,currency,timestamp,status,fraud_flag
36,14503,POS,Debit,26.73,CAD,2026-03-22,Success,0
37,10628,Mobile,Debit,23.74,CAD,2026-02-03,Success,0
38,8793,Mobile,Debit,14.95,CAD,2026-03-29,Success,0
39,10556,Online,e-Transfer,17.46,CAD,2026-03-09,Success,0
40,10254,POS,Debit,29.65,CAD,2026-02-28,Failed,0
41,8434,POS,Debit,47.21,CAD,2026-01-15,Success,0
42,10234,Online,e-Transfer,21.32,CAD,2026-02-28,Success,0
43,11017,POS,e-Transfer,6.45,CAD,2026-02-26,Success,0
44,2613,Online,Debit,6.24,CAD,2026-01-13,Success,0
45,15788,POS,e-Transfer,27.24,CAD,2026-02-19,Success,0
46,17160,Online,Debit,25.89,CAD,2026-01-28,Success,0
47,12207,POS,Debit,7.34,CAD,2026-02-11,Success,0
48,8227,POS,Debit,13.48,CAD,2026-01-19,Success,0
49,14542,Online,Debit,25.34,CAD,2026-02-04,Success,0
50,3153,Online,Debit,22.52,CAD,2026-01-05,Success,0
51,1586,Online,e-Transfer,82.18,CAD,2026-03-02,Success,0
52,3944,POS,Debit,44.54,CAD,2026-02-08,Success,0
53,19458,POS,Debit,7.76,CAD,2026-03-13,Success,0
54,1022,POS,Debit,56.72,CAD,2026-02-22,Failed,0
55,11654,Online,Debit,5.69,CAD,2026-01-20,Success,0
56,10806,POS,Debit,6.95,CAD,2026-01-12,Success,0
57,13418,Mobile,Debit,7.9,CAD,2026-02-22,Success,0
58,7990,Mobile,Debit,8.74,CAD,2026-02-05,Success,0
59,9693,Mobile,e-Transfer,34.23,CAD,2026-01-05,Success,0
60,12991,Mobile,Debit,26.47,CAD,2026-03-26,Success,0
61,6874,Online,Debit,20.24,CAD,2026-01-31,Success,0
62,5676,Mobile,Debit,96.28,CAD,2026-03-22,Success,0
63,162,Online,Debit,3.75,CAD,2026-02-03,Success,0
64,4298,POS,Debit,64.07,CAD,2026-03-19,Success,0
65,996,Mobile,Debit,109.18,CAD,2026-01-20,Success,0
66,11535,Online,e-Transfer,20.44,CAD,2026-03-28,Success,0
67,7630,POS,Debit,24.33,CAD,2026-03-17,Success,0
68,1017,Mobile,e-Transfer,6.88,CAD,2026-03-15,Success,0
69,8530,Mobile,e-Transfer,12.32,CAD,2026-02-09,Success,0
70,17263,Online,Debit,40.3,CAD,2026-02-15,Success,0
71,9269,Online,e-Transfer,15.68,CAD,2026-01-23,Success,0
72,12186,Online,Debit,17.3,CAD,2026-01-06,Success,0
73,6332,Online,e-Transfer,45.54,CAD,2026-01-06,Success,0
74,8572,POS,Debit,10.45,CAD,2026-02-01,Success,0
75,7209,Mobile,Debit,12.42,CAD,2026-02-22,Success,0
76,5277,POS,e-Transfer,11.13,CAD,2026-01-14,Success,0
77,18447,POS,e-Transfer,16.51,CAD,2026-03-27,Success,0
78,16449,Mobile,Debit,12.72,CAD,2026-02-27,Success,0
79,16217,POS,e-Transfer,70.19,CAD,2026-02-20,Success,0
80,8007,Mobile,e-Transfer,18.14,CAD,2026-02-27,Success,0
81,2569,Mobile,e-Transfer,19.75,CAD,2026-02-11,Success,0
82,2028,POS,Debit,14.35,CAD,2026-02-26,Success,0
83,2696,Mobile,Debit,11.32,CAD,2026-03-26,Success,0
84,15423,Online,e-Transfer,259.12,CAD,2026-01-13,Success,0
85,5259,POS,Debit,7.69,CAD,2026-01-29,Success,0
86,6737,Online,Debit,49.79,CAD,2026-01-25,Success,0
87,392,Mobile,e-Transfer,13.82,CAD,2026-03-28,Success,0
88,13987,Online,e-Transfer,6.56,CAD,2026-01-25,Success,0
89,12667,Online,Debit,28.13,CAD,2026-03-19,Success,0
90,5893,POS,Debit,18.37,CAD,2026-01-09,Success,0
91,3562,Online,Debit,25.99,CAD,2026-02-05,Success,0
92,6185,POS,Debit,55.08,CAD,2026-01-21,Success,0
93,19484,POS,Debit,9.95,CAD,2026-01-19,Success,0
94,8393,Online,Debit,8.09,CAD,2026-01-21,Success,0
95,13068,Online,Debit,17.83,CAD,2026-03-14,Success,0
96,15266,POS,e-Transfer,24.11,CAD,2026-01-10,Success,0
97,19489,Online,e-Transfer,26.79,CAD,2026-03-03,Success,0
98,2455,POS,Debit,31.04,CAD,2026-02-27,Success,0
99,11838,Mobile,e-Transfer,23.89,CAD,2026-01-03,Success,0
100,14040,Online,Debit,66.37,CAD,2026-01-17,Success,0
101,19116,Online,Debit,7.05,CAD,2026-02-01,Success,0
102,10966,Online,Debit,21.34,CAD,2026-03-27,Success,0
103,9763,POS,Debit,8.37,CAD,2026-03-02,Success,0
104,5057,Online,e-Transfer,80.76,CAD,2026-02-04,Success,0
105,14949,Mobile,e-Transfer,3.3,CAD,2026-01-26,Success,0
106,8111,Mobile,e-Transfer,13.89,CAD,2026-01-29,Success,0
107,13774,Online,Debit,6.72,CAD,2026-02-12,Success,0
108,17413,Mobile,e-Transfer,14.09,CAD,2026-01-28,Success,0
109,503,Online,Debit,8.24,CAD,2026-01-01,Success,0
110,6911,POS,Debit,10.47,CAD,2026-01-14,Success,0
111,12686,Online,e-Transfer,61.76,CAD,2026-02-22,Success,0
112,207,Mobile,Debit,31.4,CAD,2026-01-14,Success,0
113,17869,POS,e-Transfer,32.49,CAD,2026-02-10,Success,0
114,15935,POS,Debit,42.59,CAD,2026-03-11,Success,0
115,17248,Mobile,Debit,21.02,CAD,2026-03-14,Success,0
116,19175,Mobile,e-Transfer,20.6,CAD,2026-01-05,Success,0
117,8756,POS,Debit,14.45,CAD,2026-01-16,Success,0
118,12384,Online,e-Transfer,33.53,CAD,2026-03-26,Success,0
119,18142,POS,e-Transfer,5.99,CAD,2026-01-20,Success,0
120,14821,POS,e-Transfer,5.28,CAD,2026-02-19,Success,0
121,7575,POS,e-Transfer,62.12,CAD,2026-02-15,Success,0
122,6375,POS,Debit,54.72,CAD,2026-03-17,Success,0
123,1679,Online,Debit,6.78,CAD,2026-02-20,Success,0
124,19627,POS,e-Transfer,16.95,CAD,2026-03-05,Success,0
125,1060,Mobile,e-Transfer,9.74,CAD,2026-01-20,Success,0
126,16199,Mobile,Debit,6.1,CAD,2026-01-12,Success,0
127,9915,POS,Debit,21.16,CAD,2026-03-02,Success,0
128,19542,POS,e-Transfer,30.69,CAD,2026-01-14,Success,0
129,10818,Mobile,e-Transfer,48.54,CAD,2026-02-28,Success,0
130,10922,Online,Debit,15.29,CAD,2026-01-30,Success,0
131,9790,Online,Debit,25.32,CAD,2026-03-20,Success,0
132,16313,POS,Debit,43.54,CAD,2026-03-07,Success,0
133,11253,POS,Debit,19.47,CAD,2026-03-11,Success,0
134,2694,Mobile,Debit,17.38,CAD,2026-03-17,Success,0
135,13932,Online,Debit,9.81,CAD,2026-02-02,Success,0
136,3628,Mobile,Debit,20.18,CAD,2026-02-07,Success,0
137,16158,Mobile,Debit,9.25,CAD,2026-03-25,Success,0
138,10174,POS,e-Transfer,28.29,CAD,2026-03-07,Success,0
139,18048,Mobile,Debit,12.31,CAD,2026-01-22,Success,0
140,10231,Mobile,Debit,69.96,CAD,2026-01-21,Success,0
141,15708,Mobile,Debit,14.56,CAD,2026-02-02,Success,0
142,11495,POS,e-Transfer,55.01,CAD,2026-03-28,Success,0
143,1307,POS,e-Transfer,18.59,CAD,2026-02-13,Success,0
144,6777,POS,Debit,9.71,CAD,2026-02-25,Success,0
145,9475,POS,Debit,15.32,CAD,2026-01-15,Success,0
146,7527,Mobile,Debit,9.46,CAD,2026-01-31,Success,0
147,5531,Mobile,e-Transfer,17.38,CAD,2026-02-27,Success,0
148,3749,Mobile,Debit,1.68,CAD,2026-01-09,Success,0
149,13546,Mobile,e-Transfer,31.28,CAD,2026-01-02,Success,0
150,664,Online,e-Transfer,3.66,CAD,2026-01-29,Success,0
151,1999,Online,Debit,14.81,CAD,2026-01-30,Success,0
152,7995,Online,Debit,19.73,CAD,2026-02-16,Success,0
153,17880,POS,Debit,17.28,CAD,2026-02-24,Success,0
154,3305,Online,Debit,14.58,CAD,2026-02-26,Success,0
155,18238,POS,Debit,10.38,CAD,2026-03-04,Success,0
156,13809,POS,Debit,5.37,CAD,2026-03-12,Success,0
157,6586,Online,e-Transfer,19.19,CAD,2026-01-21,Success,0
158,17676,Online,Debit,14.34,CAD,2026-02-09,Success,0
159,19966,Online,e-Transfer,45.16,CAD,2026-02-14,Success,0
160,11650,Online,Debit,30.44,CAD,2026-01-19,Success,0
161,1637,POS,Debit,65.1,CAD,2026-01-14,Success,0
162,17083,Mobile,e-Transfer,48.65,CAD,2026-02-25,Success,0
163,4738,Mobile,e-Transfer,26.21,CAD,2026-03-28,Success,0
164,14556,Mobile,e-Transfer,33.14,CAD,2026-02-11,Success,0
165,13878,Mobile,e-Transfer,26.69,CAD,2026-03-01,Success,0
166,855,POS,e-Transfer,8.26,CAD,2026-02-13,Success,0
167,5856,Mobile,Debit,5.52,CAD,2026-02-18,Success,0
168,7393,Mobile,e-Transfer,16.14,CAD,2026-02-03,Success,0
169,13950,POS,Debit,26.46,CAD,2026-03-19,Success,0
170,18092,POS,e-Transfer,26.09,CAD,2026-03-26,Success,0
171,5792,Mobile,Debit,11.22,CAD,2026-01-15,Success,0
172,4932,POS,e-Transfer,24.49,CAD,2026-01-24,Success,0
173,19895,Mobile,Debit,17.39,CAD,2026-02-20,Success,0
174,203,POS,e-Transfer,42.25,CAD,2026-01-12,Success,0
175,11448,Online,Debit,17.63,CAD,2026-03-12,Success,0
176,12689,Online,Debit,102.27,CAD,2026-03-15,Success,0
177,4390,Mobile,e-Transfer,41.01,CAD,2026-03-07,Success,0
178,2328,Online,e-Transfer,31.32,CAD,2026-01-10,Success,0
179,8005,POS,e-Transfer,44.99,CAD,2026-03-17,Success,0
180,19316,Online,e-Transfer,14.46,CAD,2026-01-10,Success,0
181,7778,POS,e-Transfer,34.57,CAD,2026-01-22,Success,0
182,198,Online,Debit,31.79,CAD,2026-01-11,Success,0
183,1931,Online,Debit,16.21,CAD,2026-02-11,Success,0
184,11775,POS,Debit,69.75,CAD,2026-02-07,Success,0
185,15088,Online,e-Transfer,58.1,CAD,2026-01-10,Success,0
186,9340,POS,Debit,53.15,CAD,2026-01-24,Success,0
187,11590,Mobile,Debit,32.88,CAD,2026-02-22,Success,0
188,18896,POS,Debit,31.02,CAD,2026-01-16,Success,0
189,15709,Online,Debit,62.25,CAD,2026-01-05,Success,0
190,17044,Mobile,Debit,37.95,CAD,2026-02-14,Success,0
191,2812,Mobile,Debit,51.78,CAD,2026-03-19,Success,0
192,14244,Online,e-Transfer,41.42,CAD,2026-02-11,Success,0
193,6547,POS,Debit,118.63,CAD,2026-03-29,Success,0
194,1987,Online,Debit,30.66,CAD,2026-02-20,Success,0
195,8339,Mobile,Debit,62.47,CAD,2026-03-02,Failed,0
196,11412,POS,Debit,12.68,CAD,2026-03-29,Success,0
197,2912,POS,Debit,41.29,CAD,2026-02-15,Success,0
198,1735,Online,e-Transfer,12.08,CAD,2026-02-04,Success,0
199,18228,Online,e-Transfer,24.59,CAD,2026-03-10,Success,0
200,8681,POS,e-Transfer,43.17,CAD,2026-03-16,Success,0
201,19361,Online,Debit,46.44,CAD,2026-03-25,Success,0
202,18344,POS,e-Transfer,4.4,CAD,2026-01-17,Success,0
203,5760,POS,Debit,36.71,CAD,2026-01-07,Success,0
204,2386,Mobile,Debit,7.69,CAD,2026-03-22,Success,0
205,11112,Online,Debit,27.34,CAD,2026-02-01,Success,0
206,4737,POS,Debit,4.14,CAD,2026-02-14,Success,0
207,1803,Mobile,e-Transfer,15.95,CAD,2026-01-05,Success,0
208,8156,POS,e-Transfer,17.8,CAD,2026-02-15,Success,0
209,8121,POS,Debit,41.58,CAD,2026-01-26,Success,0
210,6617,Mobile,e-Transfer,22.43,CAD,2026-01-22,Success,0
211,14258,POS,e-Transfer,9.79,CAD,2026-03-28,Success,0
212,14487,Mobile,Debit,55.07,CAD,2026-03-12,Success,0
213,16647,Online,Debit,30.23,CAD,2026-03-07,Success,0
214,14076,Online,e-Transfer,34.63,CAD,2026-01-15,Success,0
215,9209,Online,Debit,16.24,CAD,2026-01-04,Success,0
216,16372,Online,Debit,20.88,CAD,2026-02-22,Success,0
217,11836,Mobile,Debit,34.31,CAD,2026-03-17,Success,0
218,13169,POS,Debit,57.89,CAD,2026-01-01,Success,0
219,2050,Mobile,e-Transfer,42.24,CAD,2026-03-19,Success,0
220,5424,Mobile,Debit,29.6,CAD,2026-02-11,Success,0
221,14590,Online,e-Transfer,8.48,CAD,2026-02-27,Success,0
222,19493,POS,e-Transfer,70.75,CAD,2026-01-02,Success,0
223,7159,POS,Debit,16.09,CAD,2026-03-16,Success,0
224,10249,POS,e-Transfer,18.28,CAD,2026-03-03,Success,0
225,7401,POS,e-Transfer,40.23,CAD,2026-01-27,Success,0
226,19555,POS,Debit,32.55,CAD,2026-03-24,Success,0
227,9875,Online,e-Transfer,2.8,CAD,2026-03-29,Success,0
228,15152,Online,e-Transfer,17.38,CAD,2026-01-29,Success,0
229,18640,Mobile,Debit,17.47,CAD,2026-01-22,Success,0
230,1155,Online,e-Transfer,13.0,CAD,2026-01-03,Success,0
231,4500,POS,Debit,17.28,CAD,2026-01-03,Success,0
232,6296,POS,Debit,34.07,CAD,2026-01-22,Success,0
233,12184,Online,e-Transfer,51.01,CAD,2026-01-21,Success,0
234,12875,Online,e-Transfer,23.18,CAD,2026-01-20,Success,0
235,18033,Online,Debit,5.49,CAD,2026-03-12,Success,0
236,5540,POS,Debit,22.66,CAD,2026-01-26,Success,0
237,9638,Mobile,Debit,8.2,CAD,2026-02-22,Success,0
238,15587,POS,Debit,19.76,CAD,2026-01-30,Success,0
239,2558,POS,e-Transfer,60.66,CAD,2026-01-06,Success,0
240,5593,Online,Debit,29.95,CAD,2026-03-06,Success,0
241,16483,Online,Debit,11.16,CAD,2026-01-02,Success,0
242,2201,Online,Debit,8.72,CAD,2026-03-18,Success,0
243,14173,POS,Debit,39.46,CAD,2026-01-05,Success,0
244,2962,POS,Debit,64.54,CAD,2026-02-12,Success,0
245,14208,POS,e-Transfer,6.28,CAD,2026-01-07,Success,0
246,11970,Online,e-Transfer,32.85,CAD,2026-02-19,Success,0
247,2870,Online,e-Transfer,77.47,CAD,2026-01-27,Success,0
248,17341,Online,Debit,14.09,CAD,2026-02-24,Success,0
249,13993,Mobile,Debit,10.2,CAD,2026-03-16,Success,0
250,5700,POS,Debit,19.88,CAD,2026-03-05,Success,0
251,3988,Online,Debit,22.92,CAD,2026-01-11,Success,0
252,13447,POS,Debit,54.98,CAD,2026-03-12,Success,0
253,1219,Online,e-Transfer,16.9,CAD,2026-03-18,Success,0
254,4736,Online,Debit,23.41,CAD,2026-02-06,Success,0
255,11297,Online,Debit,20.56,CAD,2026-01-14,Success,0
256,4556,POS,Debit,51.76,CAD,2026-01-31,Success,0
257,9147,POS,e-Transfer,28.54,CAD,2026-02-09,Success,0
258,8051,Mobile,Debit,14.68,CAD,2026-02-28,Success,0
259,12758,Mobile,Debit,32.87,CAD,2026-02-13,Success,0
260,19831,POS,Debit,27.89,CAD,2026-01-08,Success,0
261,17430,Online,e-Transfer,9.27,CAD,2026-03-18,Failed,0
262,6894,POS,e-Transfer,7.02,CAD,2026-01-21,Success,0
263,18078,Online,Debit,6.07,CAD,2026-01-13,Success,0
264,14374,Online,e-Transfer,30.71,CAD,2026-02-20,Success,0
265,14566,POS,Debit,40.64,CAD,2026-02-18,Success,0
266,3437,Online,e-Transfer,9.73,CAD,2026-02-17,Success,0
267,8755,Mobile,e-Transfer,37.17,CAD,2026-01-22,Success,0
268,10678,POS,Debit,8.02,CAD,2026-02-13,Success,0
269,5896,Mobile,e-Transfer,121.72,CAD,2026-02-13,Success,0
270,19739,POS,Debit,21.94,CAD,2026-01-11,Success,0
271,16610,Mobile,Debit,25.5,CAD,2026-03-21,Success,0
272,15637,POS,e-Transfer,7.01,CAD,2026-01-31,Success,0
273,7023,POS,e-Transfer,65.66,CAD,2026-02-27,Success,0
274,9152,POS,Debit,59.55,CAD,2026-02-23,Success,0
275,5601,Mobile,e-Transfer,9.07,CAD,2026-02-18,Success,0
276,7997,Online,e-Transfer,71.45,CAD,2026-01-18,Success,0
277,9008,Online,Debit,10.54,CAD,2026-01-04,Success,0
278,12947,POS,Debit,11.56,CAD,2026-03-07,Success,0
279,4643,POS,Debit,21.93,CAD,2026-01-02,Success,0
280,11313,Online,Debit,9.26,CAD,2026-03-25,Success,0
281,7680,POS,e-Transfer,115.49,CAD,2026-01-14,Success,0
282,8209,Mobile,e-Transfer,95.21,CAD,2026-03-19,Success,0
283,18590,Online,e-Transfer,26.52,CAD,2026-03-01,Success,0
284,10717,POS,Debit,6.08,CAD,2026-02-23,Success,0
285,17454,POS,Debit,29.08,CAD,2026-03-29,Success,0
286,3445,POS,e-Transfer,23.37,CAD,2026-02-20,Success,0
287,10758,POS,Debit,7.39,CAD,2026-03-02,Success,0
288,14435,POS,Debit,8.12,CAD,2026-01-14,Success,0
289,1061,POS,e-Transfer,3.16,CAD,2026-03-01,Success,0
290,18712,Mobile,Debit,19.8,CAD,2026-03-03,Success,0
291,3421,POS,Debit,17.82,CAD,2026-02-11,Success,0
292,302,Mobile,Debit,10.15,CAD,2026-03-29,Success,0
293,12469,Online,Debit,6.04,CAD,2026-02-27,Success,0
294,16991,Mobile,Debit,54.08,CAD,2026-02-04,Success,0
295,19555,Online,e-Transfer,27.46,CAD,2026-03-28,Success,0
296,700,POS,Debit,36.09,CAD,2026-02-10,Success,0
297,191,Mobile,e-Transfer,11.32,CAD,2026-03-28,Success,0
298,10493,POS,e-Transfer,4.04,CAD,2026-01-04,Success,0
299,17365,POS,e-Transfer,22.26,CAD,2026-01-13,Success,0
300,2976,Mobile,e-Transfer,31.64,CAD,2026-01-03,Success,0
301,6103,POS,e-Transfer,29.07,CAD,2026-03-30,Success,0
302,17569,Online,Debit,7.59,CAD,2026-02-05,Success,0
303,19712,Mobile,e-Transfer,46.59,CAD,2026-02-05,Success,0
304,19779,Online,Debit,31.28,CAD,2026-02-24,Success,0
305,1817,Online,Debit,8.54,CAD,2026-03-21,Success,0
306,570,Online,e-Transfer,68.71,CAD,2026-03-11,Success,0
307,5443,Online,Debit,16.15,CAD,2026-01-13,Success,0
308,1896,Mobile,Debit,53.08,CAD,2026-01-09,Success,0
309,19118,Online,e-Transfer,17.55,CAD,2026-03-16,Success,0
310,3864,Online,Debit,18.95,CAD,2026-01-25,Success,0
311,12914,Online,e-Transfer,37.09,CAD,2026-02-14,Success,0
312,7456,Online,Debit,13.57,CAD,2026-02-26,Success,0
313,4015,Mobile,e-Transfer,16.97,CAD,2026-03-18,Success,0
314,11094,POS,Debit,17.71,CAD,2026-01-20,Success,0
315,18071,POS,e-Transfer,39.7,CAD,2026-03-05,Success,0
316,3010,Online,Debit,31.72,CAD,2026-02-25,Success,0
317,16539,POS,e-Transfer,29.0,CAD,2026-02-25,Success,0
318,10730,Mobile,Debit,7.45,CAD,2026-01-14,Success,0
319,1410,Mobile,Debit,21.56,CAD,2026-02-06,Success,0
320,12250,POS,e-Transfer,16.07,CAD,2026-03-13,Success,0
321,785,POS,e-Transfer,51.19,CAD,2026-02-06,Success,0
322,8097,Online,e-Transfer,8.01,CAD,2026-02-28,Success,0
323,7561,POS,e-Transfer,18.25,CAD,2026-03-18,Success,0
324,12534,Mobile,Debit,28.36,CAD,2026-03-19,Success,0
325,7344,POS,Debit,18.8,CAD,2026-02-27,Success,0
326,7207,Mobile,Debit,70.64,CAD,2026-03-05,Success,0
327,5802,Online,e-Transfer,30.8,CAD,2026-01-08,Success,0
328,19191,Online,Debit,3.75,CAD,2026-03-09,Success,0
329,16922,POS,Debit,17.1,CAD,2026-03-04,Success,0
330,5987,Mobile,e-Transfer,27.65,CAD,2026-02-08,Success,0
331,18226,POS,Debit,32.27,CAD,2026-01-05,Success,0
332,10648,POS,e-Transfer,10.01,CAD,2026-03-10,Success,0
333,8717,POS,Debit,18.72,CAD,2026-03-22,Success,0
334,19335,Online,Debit,13.25,CAD,2026-02-13,Success,0
335,12324,POS,e-Transfer,6.92,CAD,2026-01-03,Success,0
336,4781,Online,e-Transfer,9.67,CAD,2026-03-10,Success,0
337,2369,Mobile,e-Transfer,12.2,CAD,2026-02-03,Success,0
338,12040,Online,Debit,145.61,CAD,2026-01-17,Success,0
339,6656,POS,Debit,49.05,CAD,2026-01-27,Success,0
340,8174,POS,Debit,30.98,CAD,2026-01-14,Success,0
341,4496,POS,e-Transfer,24.29,CAD,2026-03-02,Success,0
342,10894,Mobile,e-Transfer,27.47,CAD,2026-01-25,Success,0
343,13404,POS,e-Transfer,13.08,CAD,2026-01-03,Success,0
344,13122,POS,e-Transfer,13.48,CAD,2026-03-14,Success,0
345,10967,Mobile,e-Transfer,58.36,CAD,2026-02-21,Success,0
346,854,Online,e-Transfer,24.44,CAD,2026-03-23,Success,0
347,16959,Online,e-Transfer,3.18,CAD,2026-01-25,Success,0
348,17533,Mobile,Debit,29.76,CAD,2026-01-25,Success,0
349,9908,Online,Debit,34.06,CAD,2026-03-12,Success,0
350,4778,POS,e-Transfer,86.15,CAD,2026-01-09,Success,0
351,15339,Mobile,Debit,51.46,CAD,2026-02-24,Success,0
352,2492,POS,Debit,6.26,CAD,2026-03-29,Success,0
353,15329,Online,e-Transfer,9.38,CAD,2026-03-25,Success,0
354,14600,Mobile,e-Transfer,30.81,CAD,2026-03-12,Success,0
355,19509,Mobile,e-Transfer,17.95,CAD,2026-01-24,Success,0
356,3052,Online,e-Transfer,7.03,CAD,2026-03-06,Success,0
357,15980,Online,Debit,15.52,CAD,2026-03-02,Success,0
358,16389,POS,Debit,10.68,CAD,2026-03-07,Success,0
359,877,Online,e-Transfer,103.05,CAD,2026-01-14,Success,0
360,4143,POS,Debit,31.56,CAD,2026-01-17,Success,0
361,15203,Online,Debit,100.01,CAD,2026-03-09,Success,0
362,6967,Online,Debit,45.33,CAD,2026-03-28,Success,0
363,7080,Online,Debit,11.05,CAD,2026-02-17,Success,0
364,7988,POS,e-Transfer,49.97,CAD,2026-03-28,Success,0
365,6800,POS,e-Transfer,40.72,CAD,2026-02-13,Success,0
366,4466,POS,Debit,18.57,CAD,2026-03-30,Success,0
367,17020,POS,Debit,28.22,CAD,2026-02-14,Success,0
368,13418,POS,e-Transfer,41.91,CAD,2026-03-26,Success,0
369,18078,Mobile,e-Transfer,6.18,CAD,2026-02-01,Success,0
370,8312,Online,e-Transfer,8.72,CAD,2026-01-30,Success,0
371,17215,Mobile,Debit,8.16,CAD,2026-01-14,Success,0
372,14099,Online,e-Transfer,19.49,CAD,2026-02-09,Success,0
373,5178,POS,Debit,48.6,CAD,2026-01-18,Success,0
374,14263,POS,e-Transfer,25.61,CAD,2026-01-21,Success,0
375,8309,POS,Debit,22.33,CAD,2026-02-12,Success,0
376,5950,Mobile,Debit,65.21,CAD,2026-02-26,Success,0
377,19223,POS,Debit,6.01,CAD,2026-01-09,Success,0
378,1151,POS,Debit,38.07,CAD,2026-01-20,Success,0
379,1932,Mobile,Debit,12.91,CAD,2026-03-19,Success,0
380,9205,POS,Debit,32.39,CAD,2026-02-24,Success,0
381,18049,Online,Debit,17.67,CAD,2026-02-03,Success,0
382,1082,POS,e-Transfer,68.87,CAD,2026-03-11,Success,0
383,16897,Mobile,Debit,66.08,CAD,2026-01-27,Success,0
384,13408,Online,Debit,21.64,CAD,2026-01-20,Success,0
385,7806,Online,Debit,14.85,CAD,2026-03-22,Success,0
386,5238,Mobile,Debit,60.76,CAD,2026-03-09,Success,0
387,16944,Online,e-Transfer,22.45,CAD,2026-03-28,Success,0
388,12776,Mobile,e-Transfer,42.79,CAD,2026-03-17,Success,0
389,16245,Mobile,Debit,11.13,CAD,2026-01-24,Success,0
390,13185,POS,e-Transfer,9.26,CAD,2026-01-22,Success,0
391,3344,POS,e-Transfer,14.72,CAD,2026-01-13,Success,0
392,13501,Online,Debit,18.89,CAD,2026-03-09,Success,0
393,9663,Online,e-Transfer,5.36,CAD,2026-01-19,Success,0
394,16965,Mobile,Debit,8.43,CAD,2026-03-24,Success,0
395,15126,POS,Debit,26.22,CAD,2026-03-01,Success,0
396,8131,Online,Debit,8.9,CAD,2026-03-01,Success,0
397,19532,Online,Debit,12.02,CAD,2026-02-07,Success,0
398,1680,Online,e-Transfer,12.52,CAD,2026-03-18,Success,0
399,3507,POS,Debit,10.15,CAD,2026-01-03,Success,0
400,13285,POS,Debit,19.42,CAD,2026-01-05,Success,0
401,7254,POS,Debit,2.41,CAD,2026-03-11,Success,0
402,19129,Online,Debit,22.62,CAD,2026-01-15,Success,0
403,9436,Online,e-Transfer,12.61,CAD,2026-01-06,Success,0
404,11311,POS,e-Transfer,29.54,CAD,2026-02-20,Success,0
405,13297,Online,e-Transfer,15.99,CAD,2026-01-29,Success,0
406,18526,Mobile,e-Transfer,13.9,CAD,2026-01-29,Success,0
407,13246,POS,e-Transfer,25.18,CAD,2026-03-27,Success,0
408,11152,Online,Debit,16.08,CAD,2026-01-11,Success,0
409,10458,POS,e-Transfer,43.59,CAD,2026-02-05,Success,0
410,2480,Mobile,e-Transfer,7.84,CAD,2026-02-11,Success,0
411,4453,Mobile,e-Transfer,50.2,CAD,2026-02-02,Success,0
412,5882,POS,Debit,17.87,CAD,2026-02-17,Success,0
